school_name,post_text,timestamp,comments,reactions,shares,year,month,day,weekday,week,week_start,month_start,hashtags,text_clean,text_tokens,is_celebration,is_support_gratitude,is_academic,is_event_promo,is_branding,is_student_life,is_recruitment,is_fundraising_campaign,num_categories
Cobb_Montessori,"Our Primary campers had another amazing visit from Roaring Brook Nature Center!  This time, they got up close with a turtle, a snake, and a few other fascinating creatures. Hands-on learning and lots of wide eyes and smiles!  #NatureExplorers #CobbCamp #RoaringBrookVisit @roaringbrooknaturecenter",2025-06-26,0,5,0,2025.0,6.0,26.0,Thursday,26,2025-06-23,2025-06-01,"['#NatureExplorers', '#CobbCamp', '#RoaringBrookVisit']","Our Primary campers had another amazing visit from Roaring Brook Nature Center!  This time, they got up close with a turtle, a snake, and a few other fascinating creatures. Hands-on learning and lots of wide eyes and smiles!  NatureExplorers CobbCamp RoaringBrookVisit @roaringbrooknaturecenter","['primary', 'camper', 'another', 'amazing', 'visit', 'roaring', 'brook', 'nature', 'center', 'time', 'got', 'close', 'turtle', 'snake', 'fascinating', 'creature', 'handson', 'learning', 'lot', 'wide', 'eye', 'smile', 'natureexplorers', 'cobbcamp', 'roaringbrookvisit', 'roaringbrooknaturecenter']",False,False,True,True,False,True,False,False,3
Cobb_Montessori,"Cobb Alum Spotlight: Lizzy Strapp 
A proud Cobb graduate, Lizzy recently earned her degree from Dartmouth College, where she double majored in English and Classics. During her time at Dartmouth, she also captained the women’s club soccer team and served as the sisterhood chair for her sorority, Kappa Delta Epsilon.
This July, Lizzy is headed to Boston to begin her new role as an underwriting and claims associate with Berkley Environmental, a Berkley Company.
When asked about a favorite Cobb memory, Lizzy shared:
“Anytime Troy and Circus Smirkus visited! I learned to juggle and walk on the rolling globe—it was a giant ball you stood on. I’ll never forget it!” 
We’re so proud of you, Lizzy!  #CobbAlum #CobbSchool #CircusSmirkus #CobbPride #DartmouthGrad #ThisIsCobb @bigtopadventures",2025-06-25,6,20,0,2025.0,6.0,25.0,Wednesday,26,2025-06-23,2025-06-01,"['#CobbAlum', '#CobbSchool', '#CircusSmirkus', '#CobbPride', '#DartmouthGrad', '#ThisIsCobb']","Cobb Alum Spotlight: Lizzy Strapp 
A proud Cobb graduate, Lizzy recently earned her degree from Dartmouth College, where she double majored in English and Classics. During her time at Dartmouth, she also captained the women’s club soccer team and served as the sisterhood chair for her sorority, Kappa Delta Epsilon.
This July, Lizzy is headed to Boston to begin her new role as an underwriting and claims associate with Berkley Environmental, a Berkley Company.
When asked about a favorite Cobb memory, Lizzy shared:
“Anytime Troy and Circus Smirkus visited! I learned to juggle and walk on the rolling globe—it was a giant ball you stood on. I’ll never forget it!” 
We’re so proud of you, Lizzy!  CobbAlum CobbSchool CircusSmirkus CobbPride DartmouthGrad ThisIsCobb @bigtopadventures","['cobb', 'alum', 'spotlight', 'lizzy', 'strapp', 'proud', 'cobb', 'graduate', 'lizzy', 'recently', 'earned', 'degree', 'dartmouth', 'college', 'double', 'majored', 'english', 'classic', 'time', 'dartmouth', 'also', 'captained', 'woman', 'club', 'soccer', 'team', 'served', 'sisterhood', 'chair', 'sorority', 'kappa', 'delta', 'epsilon', 'july', 'lizzy', 'headed', 'boston', 'begin', 'new', 'role', 'underwriting', 'claim', 'associate', 'berkley', 'environmental', 'berkley', 'company', 'asked', 'favorite', 'cobb', 'memory', 'lizzy', 'shared', 'anytime', 'troy', 'circus', 'smirkus', 'visited', 'learned', 'juggle', 'walk', 'rolling', 'globe—it', 'giant', 'ball', 'stood', 'never', 'forget', 'proud', 'lizzy', 'cobbalum', 'cobbschool', 'circussmirkus', 'cobbpride', 'dartmouthgrad', 'thisiscobb', 'bigtopadventures']",True,False,False,False,True,True,False,False,3
Cobb_Montessori,"Cobb Alum Spotlight: Jamison Burnett 
Congratulations to Jamison Burnett, Cobb Class of 2019, who just graduated from the Watkinson School this June! Jamison attended Cobb from Primary through 6th grade, and we’re so proud to see all he’s accomplished.
This summer, he’s keeping busy—working at a restaurant, heading out west on an adventure with friends, and getting ready for his next big chapter at the University of Vermont this fall! 
Way to go, Jamison! Your Cobb community is cheering you on every step of the way.  #CobbAlum #CobbPride #UVMBound #WatkinsonGrad #AlumniSpotlight",2025-06-24,1,11,1,2025.0,6.0,24.0,Tuesday,26,2025-06-23,2025-06-01,"['#CobbAlum', '#CobbPride', '#UVMBound', '#WatkinsonGrad', '#AlumniSpotlight']","Cobb Alum Spotlight: Jamison Burnett 
Congratulations to Jamison Burnett, Cobb Class of 2019, who just graduated from the Watkinson School this June! Jamison attended Cobb from Primary through 6th grade, and we’re so proud to see all he’s accomplished.
This summer, he’s keeping busy—working at a restaurant, heading out west on an adventure with friends, and getting ready for his next big chapter at the University of Vermont this fall! 
Way to go, Jamison! Your Cobb community is cheering you on every step of the way.  CobbAlum CobbPride UVMBound WatkinsonGrad AlumniSpotlight","['cobb', 'alum', 'spotlight', 'jamison', 'burnett', 'congratulation', 'jamison', 'burnett', 'cobb', 'class', 'graduated', 'watkinson', 'school', 'june', 'jamison', 'attended', 'cobb', 'primary', 'grade', 'proud', 'see', 'accomplished', 'summer', 'keeping', 'busy—working', 'restaurant', 'heading', 'west', 'adventure', 'friend', 'getting', 'ready', 'next', 'big', 'chapter', 'university', 'vermont', 'fall', 'way', 'jamison', 'cobb', 'community', 'cheering', 'every', 'step', 'way', 'cobbalum', 'cobbpride', 'uvmbound', 'watkinsongrad', 'alumnispotlight']",True,False,False,True,False,True,False,False,3
Cobb_Montessori,"A few Cobb families gathered for a special afternoon at Tallwoods Farm!
This unique experience was one of the items from our annual school auction. Families enjoyed the peaceful farm setting, connected with animals, explored the grounds, and spent quality time together in nature.
Thank you to everyone who helped make this memory-filled outing possible! 
#CobbSchool #TallwoodsFarm #CommunityConnections #AuctionExperience #LearningBeyondTheClassroom",2025-06-23,1,8,0,2025.0,6.0,23.0,Monday,26,2025-06-23,2025-06-01,"['#CobbSchool', '#TallwoodsFarm', '#CommunityConnections', '#AuctionExperience', '#LearningBeyondTheClassroom']","A few Cobb families gathered for a special afternoon at Tallwoods Farm!
This unique experience was one of the items from our annual school auction. Families enjoyed the peaceful farm setting, connected with animals, explored the grounds, and spent quality time together in nature.
Thank you to everyone who helped make this memory-filled outing possible! 
CobbSchool TallwoodsFarm CommunityConnections AuctionExperience LearningBeyondTheClassroom","['cobb', 'family', 'gathered', 'special', 'afternoon', 'tallwoods', 'farm', 'unique', 'experience', 'one', 'item', 'annual', 'school', 'auction', 'family', 'enjoyed', 'peaceful', 'farm', 'setting', 'connected', 'animal', 'explored', 'ground', 'spent', 'quality', 'time', 'together', 'nature', 'thank', 'everyone', 'helped', 'make', 'memoryfilled', 'outing', 'possible', 'cobbschool', 'tallwoodsfarm', 'communityconnections', 'auctionexperience', 'learningbeyondtheclassroom']",False,True,True,False,False,True,False,True,4
Cobb_Montessori,"Student-Led Recycling Challenge Makes a Global Impact!  Two of our inspiring Upper Elementary students, Lucas and Pablo, launched a school-wide recycling challenge, and it was a huge success! 
Each Elementary classroom joined in the fun, with weekly tallies and a bit of friendly competition to collect bottles and cans for a good cause. For two months, Lucas and Pablo diligently counted every contribution, plus a few generous cash donations, and raised an amazing $300! 
The funds will be donated to three organizations in Colombia:
 a local hospital
 a nonprofit supporting the blind
 an organization serving vulnerable girls
We’re so proud of these young changemakers and the way our community came together for the greater good.  #CobbSchoolCommunity #StudentLeaders #RecyclingChallenge #GlobalImpact #KidsCanMakeADifference #ThisIsCobb",2025-06-23,1,8,0,2025.0,6.0,23.0,Monday,26,2025-06-23,2025-06-01,"['#CobbSchoolCommunity', '#StudentLeaders', '#RecyclingChallenge', '#GlobalImpact', '#KidsCanMakeADifference', '#ThisIsCobb']","Student-Led Recycling Challenge Makes a Global Impact!  Two of our inspiring Upper Elementary students, Lucas and Pablo, launched a school-wide recycling challenge, and it was a huge success! 
Each Elementary classroom joined in the fun, with weekly tallies and a bit of friendly competition to collect bottles and cans for a good cause. For two months, Lucas and Pablo diligently counted every contribution, plus a few generous cash donations, and raised an amazing $300! 
The funds will be donated to three organizations in Colombia:
 a local hospital
 a nonprofit supporting the blind
 an organization serving vulnerable girls
We’re so proud of these young changemakers and the way our community came together for the greater good.  CobbSchoolCommunity StudentLeaders RecyclingChallenge GlobalImpact KidsCanMakeADifference ThisIsCobb","['studentled', 'recycling', 'challenge', 'make', 'global', 'impact', 'two', 'inspiring', 'upper', 'elementary', 'student', 'lucas', 'pablo', 'launched', 'schoolwide', 'recycling', 'challenge', 'huge', 'success', 'elementary', 'classroom', 'joined', 'fun', 'weekly', 'tally', 'bit', 'friendly', 'competition', 'collect', 'bottle', 'can', 'good', 'cause', 'two', 'month', 'lucas', 'pablo', 'diligently', 'counted', 'every', 'contribution', 'plus', 'generous', 'cash', 'donation', 'raised', 'amazing', 'fund', 'donated', 'three', 'organization', 'colombia', 'local', 'hospital', 'nonprofit', 'supporting', 'blind', 'organization', 'serving', 'vulnerable', 'girl', 'proud', 'young', 'changemakers', 'way', 'community', 'came', 'together', 'greater', 'good', 'cobbschoolcommunity', 'studentleaders', 'recyclingchallenge', 'globalimpact', 'kidscanmakeadifference', 'thisiscobb']",True,True,False,False,True,True,False,False,4
Cobb_Montessori,"Cobb Alum Spotlight: Tate Jacobs 
Congratulations to Tate Jacobs,  proud graduate of The Forman School! 
Earlier this year, Tate enjoyed an incredible Winterim adventure in Germany, where he explored cars and castles! He toured the BMW, Porsche, Audi, VW, and Mercedes factories and museums, and visited the iconic Nürburgring Racetrack. When not exploring automotive history, he took in Germany’s most famous castles and cities.
Tate capped off the trip with some amazing skiing in Zermatt, Switzerland alongside his dad and brother. 
This fall, Tate will head to the College of Charleston, where he’s considering a major in Commercial Real Estate Finance. We’re excited to see what’s next for him!
#CobbAlum #AlumniSpotlight #MontessoriProud #CobbSchool #FormanSchool #CollegeOfCharleston",2025-06-23,3,21,1,2025.0,6.0,23.0,Monday,26,2025-06-23,2025-06-01,"['#CobbAlum', '#AlumniSpotlight', '#MontessoriProud', '#CobbSchool', '#FormanSchool', '#CollegeOfCharleston']","Cobb Alum Spotlight: Tate Jacobs 
Congratulations to Tate Jacobs,  proud graduate of The Forman School! 
Earlier this year, Tate enjoyed an incredible Winterim adventure in Germany, where he explored cars and castles! He toured the BMW, Porsche, Audi, VW, and Mercedes factories and museums, and visited the iconic Nürburgring Racetrack. When not exploring automotive history, he took in Germany’s most famous castles and cities.
Tate capped off the trip with some amazing skiing in Zermatt, Switzerland alongside his dad and brother. 
This fall, Tate will head to the College of Charleston, where he’s considering a major in Commercial Real Estate Finance. We’re excited to see what’s next for him!
CobbAlum AlumniSpotlight MontessoriProud CobbSchool FormanSchool CollegeOfCharleston","['cobb', 'alum', 'spotlight', 'tate', 'jacob', 'congratulation', 'tate', 'jacob', 'proud', 'graduate', 'forman', 'school', 'earlier', 'year', 'tate', 'enjoyed', 'incredible', 'winterim', 'adventure', 'germany', 'explored', 'car', 'castle', 'toured', 'bmw', 'porsche', 'audi', 'mercedes', 'factory', 'museum', 'visited', 'iconic', 'nürburgring', 'racetrack', 'exploring', 'automotive', 'history', 'took', 'germany', 'famous', 'castle', 'city', 'tate', 'capped', 'trip', 'amazing', 'skiing', 'zermatt', 'switzerland', 'alongside', 'dad', 'brother', 'fall', 'tate', 'head', 'college', 'charleston', 'considering', 'major', 'commercial', 'real', 'estate', 'finance', 'excited', 'see', 'next', 'cobbalum', 'alumnispotlight', 'montessoriproud', 'cobbschool', 'formanschool', 'collegeofcharleston']",True,False,False,True,False,True,False,False,3
Cobb_Montessori,"Book Drive - Drop Your Books - Monday, June 23
Do you have books you’re ready to pass along? We’re collecting gently used books for the Salvation Army. Drop your books in the large collection box outside the school’s main entrance on Monday, June 23. The books will be picked up on June 24.",2025-06-22,0,2,0,2025.0,6.0,22.0,Sunday,25,2025-06-16,2025-06-01,[],"Book Drive - Drop Your Books - Monday, June 23
Do you have books you’re ready to pass along? We’re collecting gently used books for the Salvation Army. Drop your books in the large collection box outside the school’s main entrance on Monday, June 23. The books will be picked up on June 24.","['book', 'drive', 'drop', 'book', 'monday', 'june', 'book', 'ready', 'pas', 'along', 'collecting', 'gently', 'used', 'book', 'salvation', 'army', 'drop', 'book', 'large', 'collection', 'box', 'outside', 'school', 'main', 'entrance', 'monday', 'june', 'book', 'picked', 'june']",False,True,False,False,False,False,False,True,2
Cobb_Montessori,"obb Alum Spotlight: Cara Thompson, Class of 2023 
We are thrilled to celebrate Cara Thompson, Cobb graduate and now a proud alum of Henry James Memorial School in Simsbury! Cara’s middle school years were marked by exceptional academic achievement, leadership, and integrity.
 Awards & Honors:
 Mrs. Peters Award — for always following the “HJ Way” with respect, responsibility, and integrity, even during challenging moments.
 President’s Education Award for Outstanding Academic Excellence — achieving a GPA over 4.0!
 HJMS World Language Latin Award — for excellence in Latin studies.
 Magna Cum Laude — for outstanding performance on the National Latin Exam.
 Director’s Choice Award — for leading by example and being an exemplary choir member.
 Certificate of Achievement in Physical Fitness — for top performance on the CT Physical Fitness Assessment.
 STEM Achievement:
Cara was invited to join a special 8th grade Tech Ed class where she and her teammates designed and built an underwater robot. Their team won the SeaPerch State Competition and represented Connecticut at the SeaPerch International Competition at the University of Maryland, competing against 181 teams from around the world!
Cara’s hard work, curiosity, and positive spirit continue to inspire. We can’t wait to see what she does next! 
#CobbAlum #CobbPride #StudentSpotlight #STEM #Leadership #AcademicExcellence #HJWay #SeaPerch #FutureLeader",2025-06-20,2,12,2,2025.0,6.0,20.0,Friday,25,2025-06-16,2025-06-01,"['#CobbAlum', '#CobbPride', '#StudentSpotlight', '#STEM', '#Leadership', '#AcademicExcellence', '#HJWay', '#SeaPerch', '#FutureLeader']","obb Alum Spotlight: Cara Thompson, Class of 2023 
We are thrilled to celebrate Cara Thompson, Cobb graduate and now a proud alum of Henry James Memorial School in Simsbury! Cara’s middle school years were marked by exceptional academic achievement, leadership, and integrity.
 Awards & Honors:
 Mrs. Peters Award — for always following the “HJ Way” with respect, responsibility, and integrity, even during challenging moments.
 President’s Education Award for Outstanding Academic Excellence — achieving a GPA over 4.0!
 HJMS World Language Latin Award — for excellence in Latin studies.
 Magna Cum Laude — for outstanding performance on the National Latin Exam.
 Director’s Choice Award — for leading by example and being an exemplary choir member.
 Certificate of Achievement in Physical Fitness — for top performance on the CT Physical Fitness Assessment.
 STEM Achievement:
Cara was invited to join a special 8th grade Tech Ed class where she and her teammates designed and built an underwater robot. Their team won the SeaPerch State Competition and represented Connecticut at the SeaPerch International Competition at the University of Maryland, competing against 181 teams from around the world!
Cara’s hard work, curiosity, and positive spirit continue to inspire. We can’t wait to see what she does next! 
CobbAlum CobbPride StudentSpotlight STEM Leadership AcademicExcellence HJWay SeaPerch FutureLeader","['obb', 'alum', 'spotlight', 'cara', 'thompson', 'class', 'thrilled', 'celebrate', 'cara', 'thompson', 'cobb', 'graduate', 'proud', 'alum', 'henry', 'james', 'memorial', 'school', 'simsbury', 'cara', 'middle', 'school', 'year', 'marked', 'exceptional', 'academic', 'achievement', 'leadership', 'integrity', 'award', 'honor', 'mr', 'peter', 'award', 'always', 'following', 'way', 'respect', 'responsibility', 'integrity', 'even', 'challenging', 'moment', 'president', 'education', 'award', 'outstanding', 'academic', 'excellence', 'achieving', 'gpa', 'hjms', 'world', 'language', 'latin', 'award', 'excellence', 'latin', 'study', 'magna', 'cum', 'laude', 'outstanding', 'performance', 'national', 'latin', 'exam', 'director', 'choice', 'award', 'leading', 'example', 'exemplary', 'choir', 'member', 'certificate', 'achievement', 'physical', 'fitness', 'top', 'performance', 'physical', 'fitness', 'assessment', 'stem', 'achievement', 'cara', 'invited', 'join', 'special', 'grade', 'tech', 'class', 'teammate', 'designed', 'built', 'underwater', 'robot', 'team', 'seaperch', 'state', 'competition', 'represented', 'connecticut', 'seaperch', 'international', 'competition', 'university', 'maryland', 'competing', 'team', 'around', 'world', 'cara', 'hard', 'work', 'curiosity', 'positive', 'spirit', 'continue', 'inspire', 'wait', 'see', 'next', 'cobbalum', 'cobbpride', 'studentspotlight', 'stem', 'leadership', 'academicexcellence', 'hjway', 'seaperch', 'futureleader']",True,False,True,True,True,True,False,False,5
Cobb_Montessori,"Our campers had some bug-tastic visitors yesterday! Roaring Brook Nature Center stopped by to share some fascinating facts about insects.  We learned, we laughed, and maybe even made a few new six-legged friends! Thanks for the awesome visit!  #CampLife #NatureLovers #RoaringBrookNatureCenter #InsectAdventures @roaringbrooknaturecenter",2025-06-19,0,7,0,2025.0,6.0,19.0,Thursday,25,2025-06-16,2025-06-01,"['#CampLife', '#NatureLovers', '#RoaringBrookNatureCenter', '#InsectAdventures']","Our campers had some bug-tastic visitors yesterday! Roaring Brook Nature Center stopped by to share some fascinating facts about insects.  We learned, we laughed, and maybe even made a few new six-legged friends! Thanks for the awesome visit!  CampLife NatureLovers RoaringBrookNatureCenter InsectAdventures @roaringbrooknaturecenter","['camper', 'bugtastic', 'visitor', 'yesterday', 'roaring', 'brook', 'nature', 'center', 'stopped', 'share', 'fascinating', 'fact', 'insect', 'learned', 'laughed', 'maybe', 'even', 'made', 'new', 'sixlegged', 'friend', 'thanks', 'awesome', 'visit', 'camplife', 'naturelovers', 'roaringbrooknaturecenter', 'insectadventures', 'roaringbrooknaturecenter']",False,False,True,True,False,True,False,False,3
Cobb_Montessori,"Happy Juneteenth! Today we honor Juneteenth, a powerful reminder of resilience, liberation, and the ongoing pursuit of justice. On June 19, 1865—nearly three years after the Emancipation Proclamation—Union troops arrived in Galveston Bay, Texas, bringing word of freedom to more than 250,000 Black Americans who were still enslaved.
Juneteenth marks the effective end of slavery in the United States and stands as a celebration of Black freedom, culture, and community, as well as a continued call to action for equity and justice for all.
#montessori #cobbschool #freedomday #juneteenth #thisiscobb",2025-06-19,0,2,2,2025.0,6.0,19.0,Thursday,25,2025-06-16,2025-06-01,"['#montessori', '#cobbschool', '#freedomday', '#juneteenth', '#thisiscobb']","Happy Juneteenth! Today we honor Juneteenth, a powerful reminder of resilience, liberation, and the ongoing pursuit of justice. On June 19, 1865—nearly three years after the Emancipation Proclamation—Union troops arrived in Galveston Bay, Texas, bringing word of freedom to more than 250,000 Black Americans who were still enslaved.
Juneteenth marks the effective end of slavery in the United States and stands as a celebration of Black freedom, culture, and community, as well as a continued call to action for equity and justice for all.
montessori cobbschool freedomday juneteenth thisiscobb","['happy', 'juneteenth', 'today', 'honor', 'juneteenth', 'powerful', 'reminder', 'resilience', 'liberation', 'ongoing', 'pursuit', 'justice', 'june', '—nearly', 'three', 'year', 'emancipation', 'proclamation—union', 'troop', 'arrived', 'galveston', 'bay', 'texas', 'bringing', 'word', 'freedom', 'black', 'american', 'still', 'enslaved', 'juneteenth', 'mark', 'effective', 'end', 'slavery', 'united', 'state', 'stand', 'celebration', 'black', 'freedom', 'culture', 'community', 'well', 'continued', 'call', 'action', 'equity', 'justice', 'montessori', 'cobbschool', 'freedomday', 'juneteenth', 'thisiscobb']",True,False,True,True,True,True,False,False,5
